,rule,type,coef,support,importance,category
858,slope_zcd_M12_MAL_1020_RAT > 0.05813,ZCD,0.5111304261146519,0.1,0.15333912783439557,와인바
859,mean_zcd_M12_FME_60_RAT > 0.24072,ZCD,1.3336540049835124,0.26666666666666666,0.5897639912913442,와인바
860,slope_zcd_M12_MAL_1020_RAT > 0.06298,ZCD,1.2047836621444115,0.1,0.3614350986433235,와인바
861,mean_zcd_M12_MAL_30_RAT > 0.57051,ZCD,0.7704320394022023,0.1,0.23112961182066072,와인바
862,slope_zcd_M12_MAL_30_RAT <= -0.03963,ZCD,0.5458628761642208,0.13333333333333333,0.18555769715381623,와인바
863,mean_zcd_M12_MAL_30_RAT > 0.55761,ZCD,1.1974848562695943,0.1,0.35924545688087833,와인바
864,mean_zcd_RC_M1_SHC_WP_UE_CLN_RAT > 0.3043,ZCD,2.541873633529564,0.1,0.7625620900588693,와인바
865,mean_zcd_M12_FME_1020_RAT,ZCD,0.6750445175501133,1.0,0.17847984702274028,일식당
866,mean_zcd_M12_FME_30_RAT,ZCD,0.1556947858077828,1.0,0.040749994544595346,일식당
867,mean_zcd_M12_FME_40_RAT,ZCD,5.1151222722901535,1.0,1.2166600945315023,일식당
868,mean_zcd_M12_FME_50_RAT,ZCD,4.72720390903614,1.0,1.0714985978547709,일식당
869,mean_zcd_M12_FME_60_RAT,ZCD,2.868608362208931,1.0,0.6548136009504563,일식당
870,mean_zcd_M12_MAL_1020_RAT,ZCD,0.8879577464304675,1.0,0.24248558173043191,일식당
871,mean_zcd_M12_MAL_40_RAT,ZCD,1.9586972176182604,1.0,0.5160246946295018,일식당
872,mean_zcd_M12_MAL_50_RAT,ZCD,2.3606279756703867,1.0,0.5656031506856393,일식당
873,mean_zcd_M12_MAL_60_RAT,ZCD,0.6296692228634138,1.0,0.15747871613341827,일식당
874,mean_zcd_M12_SME_BZN_SAA_PCE_RT,ZCD,-1.1991267708788462,1.0,0.8743207165038601,일식당
875,mean_zcd_M12_SME_RY_SAA_PCE_RT,ZCD,-1.5405408116647281,1.0,1.1174193474393757,일식당
876,mean_zcd_M1_SME_RY_SAA_RAT,ZCD,-0.8425611599859283,1.0,0.5229097706090533,일식당
877,mean_zcd_MCT_UE_CLN_NEW_RAT,ZCD,-4.744567274925468,1.0,0.7341762303451653,일식당
878,mean_zcd_RC_M1_AV_NP_AT,ZCD,-1.0059294779034855,1.0,0.7679695879748626,일식당
879,mean_zcd_RC_M1_SHC_FLP_UE_CLN_RAT,ZCD,1.528702289426846,1.0,0.4114210457838756,일식당
880,mean_zcd_RC_M1_SHC_RSD_UE_CLN_RAT,ZCD,0.470759789653061,1.0,0.12670334673116493,일식당
881,mean_zcd_RC_M1_SHC_WP_UE_CLN_RAT,ZCD,0.8143446104132395,1.0,0.21917520236027638,일식당
882,slope_zcd_M12_FME_1020_RAT,ZCD,1.17006618256598,1.0,0.027045066199403417,일식당
883,slope_zcd_M12_FME_40_RAT,ZCD,5.664720438570877,1.0,0.126922968537215,일식당
884,slope_zcd_M12_FME_50_RAT,ZCD,0.9453168356546817,1.0,0.021713531282091175,일식당
