rule,type,coef,support,importance,category
mean_zcd_M12_MAL_50_RAT <= -0.19227,ZCD,0.1925076265884747,0.1793103448275862,0.07384823026156515,일식당
slope_zcd_MCT_UE_CLN_REU_RAT > 0.0365,ZCD,1.6332097296398098,0.12413793103448276,0.538532687940285,일식당
slope_zcd_M1_SME_RY_SAA_RAT > 0.13293,ZCD,7.452435657769815,0.034482758620689655,1.359813200839241,일식당
slope_zcd_M12_MAL_50_RAT > 0.02351,ZCD,-0.09396210617118197,0.15172413793103448,0.033709214830877986,일식당
mean_zcd_M12_MAL_30_RAT <= -0.47681,ZCD,1.0235406800286406,0.0896551724137931,0.2924123746406481,일식당
mean_zcd_M12_MAL_30_RAT <= -0.48754,ZCD,1.8131893635696363,0.0896551724137931,0.5180048217133166,일식당
slope_zcd_MCT_UE_CLN_REU_RAT > 0.03551,ZCD,0.1796165560081366,0.1310344827586207,0.06060946293523573,일식당
slope_zcd_M12_MAL_30_RAT > 0.07525,ZCD,-6.76135074125741,0.041379310344827586,1.346630629465553,일식당
slope_zcd_RC_M1_TO_UE_CT <= -0.09753,ZCD,8.132554111041445,0.04827586206896552,1.7432012255733569,일식당
slope_zcd_RC_M1_SAA > 0.06825,ZCD,13.61370338421113,0.041379310344827586,2.7113857362513096,일식당
slope_zcd_RC_M1_UE_CUS_CN > -0.0491,ZCD,-0.32041263298325007,0.9464882943143813,0.07210936174464859,축산물
slope_zcd_RC_M1_TO_UE_CT > -0.04915,ZCD,-0.13884433749307673,0.9431438127090301,0.03215185237160609,축산물
mean_zcd_M12_MAL_30_RAT <= 0.32,ZCD,-0.2956789064221541,0.9765886287625418,0.04470844867725748,축산물
slope_zcd_RC_M1_UE_CUS_CN > -0.04935,ZCD,-0.24337704727557644,0.9464882943143813,0.0547723832825793,축산물
slope_zcd_M1_SME_RY_CNT_RAT <= 0.01911,ZCD,-2.596951290723963,0.9063545150501672,0.7565824739016175,축산물
slope_zcd_RC_M1_TO_UE_CT > -0.0536,ZCD,0.031383564274600206,0.9431438127090301,0.007267417193027919,축산물
slope_zcd_M1_SME_RY_CNT_RAT <= 0.02093,ZCD,0.428593928221149,0.919732441471572,0.11645195762081612,축산물
slope_zcd_M1_SME_RY_SAA_RAT > -0.05134,ZCD,-0.23265051093235117,0.9665551839464883,0.041829410457920616,축산물
slope_zcd_M1_SME_RY_CNT_RAT <= 0.01873,ZCD,-3.3852750889035215,0.903010033444816,1.0018522044114835,축산물
slope_zcd_M1_SME_RY_CNT_RAT <= 0.01825,ZCD,-3.2205900431211565,0.903010033444816,0.9531146360255393,축산물
slope_zcd_RC_M1_SHC_WP_UE_CLN_RAT <= 0.0776,ZCD,-0.008383536475570049,0.9732441471571907,0.0013528434955124035,축산물
slope_zcd_M1_SME_RY_SAA_RAT > -0.0286,ZCD,-4.612532738060151,0.8762541806020067,1.5188671209918725,축산물
slope_zcd_M1_SME_RY_SAA_RAT > -0.04798,ZCD,0.41175096749134876,0.959866220735786,0.08081556459836063,축산물
slope_zcd_RC_M1_TO_UE_CT > -0.04689,ZCD,-1.500841826287505,0.939799331103679,0.3569876143270081,축산물
slope_zcd_M12_SME_BZN_SAA_PCE_RT > -0.08944,ZCD,-0.39390868001445395,0.9832775919732442,0.05051065844438145,축산물
mean_zcd_M12_FME_30_RAT <= 0.31995,ZCD,-5.2388991082059535,0.919732441471572,1.4234454031129846,축산물
mean_zcd_M12_FME_30_RAT <= 0.31996,ZCD,0.8565337769559613,0.9632107023411371,0.16123743918081576,축산물
slope_zcd_M1_SME_RY_CNT_RAT <= 0.01876,ZCD,-3.905305247695694,0.9063545150501672,1.137751607508544,축산물
mean_zcd_M1_SME_RY_CNT_RAT <= 0.56672,ZCD,0.6920499005515276,0.882943143812709,0.22248575399519607,축산물
mean_zcd_M1_SME_RY_SAA_RAT <= 3.60895,ZCD,0.07938172125942479,0.9866220735785953,0.009119905263436465,축산물
slope_zcd_M12_SME_RY_SAA_PCE_RT > -0.10278,ZCD,-0.07716087864768491,0.9765886287625418,0.01166719406756314,축산물
slope_zcd_M12_SME_BZN_SAA_PCE_RT > -0.08865,ZCD,-0.8272600418047554,0.9832775919732442,0.10607902678039859,축산물
slope_zcd_RC_M1_UE_CUS_CN > -0.04486,ZCD,0.2718146498226362,0.9331103678929766,0.06790766086062111,축산물
slope_zcd_M1_SME_RY_CNT_RAT <= 0.02086,ZCD,0.07230353937605527,0.919732441471572,0.01964537560809971,축산물
mean_zcd_M1_SME_RY_CNT_RAT <= 0.59341,ZCD,-1.4654017915883648,0.8896321070234113,0.4591803746919661,축산물
mean_zcd_RC_M1_UE_CUS_CN > -1.70321,ZCD,-2.514960531189334,0.9531772575250836,0.5313080955546822,축산물
mean_zcd_M1_SME_RY_CNT_RAT <= 0.58411,ZCD,-1.0342655154291815,0.8862876254180602,0.3283395901980199,축산물
slope_zcd_M1_SME_RY_CNT_RAT <= 0.02118,ZCD,0.21925270550196654,0.9230769230769231,0.05842412701943727,축산물
slope_zcd_RC_M1_SHC_WP_UE_CLN_RAT <= 0.07977,ZCD,-0.07967270049761471,0.9732441471571907,0.012856709689543869,축산물
slope_zcd_RC_M1_UE_CUS_CN > -0.04763,ZCD,0.0412996977204599,0.939799331103679,0.009823473935373426,축산물
mean_zcd_M12_SME_RY_SAA_PCE_RT > -1.49138,ZCD,-0.2670083006435789,0.9933110367892977,0.021764404904197513,축산물
slope_zcd_M12_SME_RY_SAA_PCE_RT > -0.10319,ZCD,-0.04036700302729987,0.9765886287625418,0.0061037363298551165,축산물
mean_zcd_M1_SME_RY_SAA_RAT <= 3.90113,ZCD,-0.1104602800174087,0.9933110367892977,0.009003848398477626,축산물
slope_zcd_M1_SME_RY_CNT_RAT <= 0.02132,ZCD,0.07772445144514015,0.9230769230769231,0.020711184445138916,축산물
slope_zcd_M1_SME_RY_CNT_RAT > -0.06729,ZCD,-0.1824282689066375,0.9899665551839465,0.018181404605214883,축산물
slope_zcd_M1_SME_RY_CNT_RAT > -0.06818,ZCD,-0.42540729137130534,0.9899665551839465,0.04239749756321252,축산물
slope_zcd_M12_SME_BZN_SAA_PCE_RT > -0.09333,ZCD,-0.5250798466301254,0.9832775919732442,0.06733065335902033,축산물
slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT <= 0.08222,ZCD,0.0030779361279168705,0.9765886287625418,0.00046540265949974926,축산물
slope_zcd_M12_SME_BZN_SAA_PCE_RT > -0.08988,ZCD,-0.30387770017655036,0.9832775919732442,0.0389660434035591,축산물
slope_zcd_RC_M1_SHC_RSD_UE_CLN_RAT <= 0.08222,ZCD,-0.20302872730413846,0.9765886287625418,0.030699178187997604,축산물
slope_zcd_M1_SME_RY_SAA_RAT <= -0.0286,ZCD,8.439212616839322,0.12374581939799331,2.778959694965285,축산물
slope_zcd_M1_SME_RY_CNT_RAT > 0.01911,ZCD,3.5876225300124904,0.09364548494983277,1.0451995533675735,축산물
mean_zcd_M1_SME_RY_CNT_RAT > 0.59341,ZCD,0.932628502799938,0.11036789297658862,0.29223705595439714,축산물
slope_zcd_M1_SME_RY_CNT_RAT > 0.02118,ZCD,-1.4277600480186614,0.07692307692307693,0.380454299105431,축산물
slope_zcd_M1_SME_RY_CNT_RAT > 0.01873,ZCD,3.973168763212174,0.09698996655518395,1.1758358713507804,축산물
mean_zcd_M1_SME_RY_CNT_RAT > 0.58411,ZCD,1.6345830200721776,0.11371237458193979,0.5189173485421978,축산물
mean_zcd_M1_SME_RY_CNT_RAT > 0.56672,ZCD,0.9474186818612669,0.11705685618729098,0.3045837585050621,축산물
slope_zcd_M1_SME_RY_CNT_RAT > 0.02132,ZCD,-0.8803717202822042,0.07692307692307693,0.23459208447316823,축산물
slope_zcd_M1_SME_RY_CNT_RAT > 0.01825,ZCD,3.8559779487106303,0.09698996655518395,1.1411539407065039,축산물
slope_zcd_M1_SME_RY_CNT_RAT > 0.01876,ZCD,3.214387293165985,0.09364548494983277,0.9364631131234964,축산물
slope_zcd_M1_SME_RY_CNT_RAT > 0.02086,ZCD,-1.8241686792424407,0.0802675585284281,0.4956393447056738,축산물
slope_zcd_RC_M1_TO_UE_CT <= -0.0536,ZCD,-0.8981786335207974,0.056856187290969896,0.20798908583312978,축산물
mean_zcd_M12_FME_30_RAT > 0.31995,ZCD,11.04277736318628,0.0802675585284281,3.0003995783401325,축산물
slope_zcd_RC_M1_UE_CUS_CN <= -0.04763,ZCD,-0.5273091252708684,0.06020066889632107,0.12542482715113815,축산물
slope_zcd_M1_SME_RY_CNT_RAT > 0.02093,ZCD,-1.7727376272536435,0.0802675585284281,0.48166516940307114,축산물
slope_zcd_RC_M1_UE_CUS_CN <= -0.04935,ZCD,-0.03492077112069604,0.05351170568561873,0.007858973891569334,축산물
slope_zcd_RC_M1_TO_UE_CT <= -0.04915,ZCD,-1.2067130861013358,0.056856187290969896,0.27943567378936107,축산물
slope_zcd_RC_M1_UE_CUS_CN <= -0.04486,ZCD,-0.23901698110630282,0.06688963210702341,0.05971379432082622,축산물
slope_zcd_RC_M1_UE_CUS_CN <= -0.0491,ZCD,-1.5807287348574761,0.05351170568561873,0.3557454620335061,축산물
slope_zcd_M12_SME_BZN_SAA_PCE_RT <= -0.08944,ZCD,2.2684325036162187,0.016722408026755852,0.29087965106554037,축산물
mean_zcd_MCT_UE_CLN_NEW_RAT > 0.27928,ZCD,2.152164309513609,0.043478260869565216,0.4388932780466148,축산물
slope_zcd_M1_SME_RY_SAA_RAT <= -0.04798,ZCD,-0.3752583339662235,0.04013377926421405,0.07365304886711097,축산물
slope_zcd_RC_M1_SHC_RSD_UE_CLN_RAT > 0.08222,ZCD,2.3226060521530685,0.023411371237458192,0.3511921588749245,축산물
slope_zcd_M1_SME_RY_SAA_RAT <= -0.05134,ZCD,-0.8475064133544578,0.033444816053511704,0.15237745873780573,축산물
slope_zcd_M12_SME_RY_SAA_PCE_RT <= -0.10319,ZCD,4.40586504615289,0.023411371237458192,0.6661935870853526,축산물
slope_zcd_RC_M1_TO_UE_CT <= -0.04689,ZCD,-0.018719306246298098,0.06020066889632107,0.004452541474841929,축산물
slope_zcd_RC_M1_SHC_WP_UE_CLN_RAT > 0.07977,ZCD,6.980592231203058,0.026755852842809364,1.1264516856730613,축산물
mean_zcd_M12_FME_30_RAT > 0.31996,ZCD,-9.728608030802832,0.03678929765886288,1.8313531677119352,축산물
slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT > 0.08222,ZCD,3.9507036503488147,0.023411371237458192,0.5973704161990216,축산물
slope_zcd_M12_SME_RY_SAA_PCE_RT <= -0.10278,ZCD,4.995234448187295,0.023411371237458192,0.7553098246338653,축산물
slope_zcd_M12_SME_RY_SAA_PCE_RT <= -0.10776,ZCD,6.37703084173176,0.020066889632107024,0.8942455022000555,축산물
slope_zcd_RC_M1_SHC_WP_UE_CLN_RAT > 0.0776,ZCD,5.049973042947804,0.026755852842809364,0.8149094601750845,축산물
mean_zcd_M1_SME_RY_SAA_RAT > 3.60895,ZCD,0.28545937355053497,0.013377926421404682,0.03279548996969765,축산물
mean_zcd_M12_SME_RY_SAA_PCE_RT <= -1.49138,ZCD,13.08875478156352,0.006688963210702341,1.0668917710463337,축산물
mean_zcd_M1_SME_RY_SAA_RAT > 3.90113,ZCD,12.294342941953543,0.006688963210702341,1.0021376008715281,축산물
slope_zcd_M12_SME_BZN_SAA_PCE_RT <= -0.08988,ZCD,3.6245278753808536,0.016722408026755852,0.4647708944336646,축산물
slope_zcd_M1_SME_RY_CNT_RAT <= -0.06818,ZCD,5.839093227027605,0.010033444816053512,0.5819433420293565,축산물
slope_zcd_M12_SME_BZN_SAA_PCE_RT <= -0.08865,ZCD,1.8442001397920682,0.016722408026755852,0.23648060601431692,축산물
mean_zcd_M12_MAL_30_RAT > 0.32,ZCD,9.44957102625173,0.023411371237458192,1.428832602100088,축산물
mean_zcd_RC_M1_UE_CUS_CN <= -1.70321,ZCD,6.2610210157621395,0.046822742474916385,1.3226971599984896,축산물
mean_zcd_M12_SME_RY_SAA_PCE_RT <= -1.49024,ZCD,5.998657405707856,0.010033444816053512,0.5978460357865898,축산물
slope_zcd_M1_SME_RY_CNT_RAT <= -0.06729,ZCD,6.004003964753546,0.010033444816053512,0.5983788915432001,축산물
slope_zcd_M12_SME_BZN_SAA_PCE_RT <= -0.09333,ZCD,4.992289940775443,0.016722408026755852,0.6401581504743104,축산물
mean_zcd_M1_SME_RY_SAA_RAT <= -0.18092,ZCD,-1.021689771351906,0.5098039215686274,0.5107466746040705,치킨
mean_zcd_M12_FME_1020_RAT <= -0.05678,ZCD,-4.366204262726625,0.5424836601307189,2.1752074633288547,치킨
slope_zcd_M12_FME_50_RAT <= 0.00501,ZCD,-2.6223675211155797,0.5555555555555556,1.3030648976004557,치킨
mean_zcd_M12_FME_1020_RAT <= 0.01236,ZCD,0.8127158889673051,0.5882352941176471,0.399980527781206,치킨
mean_zcd_M12_MAL_1020_RAT <= -0.0806,ZCD,-5.107323600440303,0.5098039215686274,2.5531708530272614,치킨
slope_zcd_RC_M1_TO_UE_CT <= 0.00615,ZCD,-3.626182434940276,0.6013071895424836,1.7754851744333635,치킨
slope_zcd_M12_FME_50_RAT <= 0.00489,ZCD,-3.073722185358016,0.5555555555555556,1.527344833424385,치킨
mean_zcd_M12_FME_1020_RAT <= 0.00841,ZCD,0.2998054320171899,0.5751633986928104,0.14819927563574153,치킨
slope_zcd_RC_M1_TO_UE_CT <= 0.00984,ZCD,0.09730084972737685,0.6797385620915033,0.04539833359664544,치킨
mean_zcd_M1_SME_RY_SAA_RAT <= -0.17207,ZCD,-1.3938393977053614,0.5163398692810458,0.6965474564086452,치킨
slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT > 0.00324,ZCD,1.6148721396964625,0.33986928104575165,0.7649077653402522,치킨
mean_zcd_M1_SME_RY_SAA_RAT <= -0.20637,ZCD,-0.34036955092293936,0.49673202614379086,0.17018114039390989,치킨
slope_zcd_RC_M1_SAA > -0.04765,ZCD,-0.46917103215458905,0.9673202614379085,0.08341720205756353,치킨
slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT > -0.00189,ZCD,-0.7236518988675312,0.8496732026143791,0.2586270043070636,치킨
slope_zcd_RC_M1_TO_UE_CT <= 0.00976,ZCD,-0.12283462088926161,0.6797385620915033,0.0573118026407035,치킨
slope_zcd_RC_M1_TO_UE_CT <= 0.00682,ZCD,-4.135215925636195,0.6209150326797386,2.006238500036149,치킨
slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT > 0.00323,ZCD,-0.015677080721450853,0.8104575163398693,0.006144458357456309,치킨
slope_zcd_RC_M1_SHC_WP_UE_CLN_RAT > -0.00293,ZCD,-2.0869602434941967,0.8562091503267973,0.7322674559348303,치킨
mean_zcd_M12_MAL_1020_RAT <= 1.87254,ZCD,-0.10972993001151046,0.9607843137254902,0.021299429147915685,치킨
mean_zcd_M12_MAL_1020_RAT <= 1.80729,ZCD,-0.15980822613521825,0.9607843137254902,0.031020014224597738,치킨
mean_zcd_M12_FME_40_RAT <= 0.41245,ZCD,0.05585171833331218,0.8562091503267973,0.019597112988145413,치킨
mean_zcd_RC_M1_AV_NP_AT <= 2.26943,ZCD,-0.053118604147633953,0.9607843137254902,0.010310732407831012,치킨
slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT > -0.00293,ZCD,-0.5066643064600928,0.8562091503267973,0.17777712050869215,치킨
mean_zcd_RC_M1_SHC_FLP_UE_CLN_RAT <= 0.13672,ZCD,0.07908665141451035,0.9084967320261438,0.022802537296243965,치킨
slope_zcd_M12_FME_1020_RAT > -0.06878,ZCD,-0.011742714389140879,0.9738562091503268,0.0018737006048460732,치킨
mean_zcd_RC_M1_AV_NP_AT <= 1.8923,ZCD,-0.06307000963665878,0.954248366013072,0.013178224884045724,치킨
mean_zcd_RC_M1_TO_UE_CT > -1.89013,ZCD,-0.7730022959368228,0.9607843137254902,0.15004573165913268,치킨
mean_zcd_M12_MAL_1020_RAT <= 0.6262,ZCD,-0.2392923743520361,0.8758169934640523,0.07891628413465149,치킨
mean_zcd_RC_M1_AV_NP_AT <= 2.06687,ZCD,0.32556203655616883,0.954248366013072,0.06802487832428361,치킨
slope_zcd_M1_SME_RY_SAA_RAT > -0.05693,ZCD,-0.8072478178690662,0.9869281045751634,0.09168935557759308,치킨
slope_zcd_MCT_UE_CLN_REU_RAT <= 0.03488,ZCD,-0.0819451180137698,0.9215686274509803,0.022030879423196377,치킨
slope_zcd_RC_M1_SAA > -0.04768,ZCD,-0.16070818183869862,0.9673202614379085,0.02857343262472617,치킨
slope_zcd_RC_M1_SHC_RSD_UE_CLN_RAT > -0.00293,ZCD,-0.6725221869084619,0.8562091503267973,0.23597292397034456,치킨
mean_zcd_M12_FME_50_RAT > -0.58163,ZCD,-0.060981665218140135,0.9281045751633987,0.015752459197485004,치킨
mean_zcd_M12_MAL_1020_RAT <= 1.96412,ZCD,0.021868312543434295,0.9673202614379085,0.003888120367782103,치킨
mean_zcd_RC_M1_TO_UE_CT > -1.97519,ZCD,-0.479811078741919,0.9673202614379085,0.08530897042186601,치킨
mean_zcd_M12_MAL_1020_RAT <= 1.21188,ZCD,-0.3203437489755529,0.9281045751633987,0.08274949227535505,치킨
slope_zcd_M1_SME_RY_CNT_RAT <= 0.13724,ZCD,-0.25403299001937707,0.9607843137254902,0.0493097705574342,치킨
slope_zcd_M1_SME_RY_CNT_RAT <= 0.10501,ZCD,-0.28504165203137344,0.954248366013072,0.059558306926371755,치킨
slope_zcd_M1_SME_RY_CNT_RAT <= 0.03609,ZCD,0.2998228861717963,0.9215686274509803,0.0806071430936939,치킨
slope_zcd_M1_SME_RY_SAA_RAT > -0.05708,ZCD,-0.07132467746731894,0.9869281045751634,0.008101246691531937,치킨
mean_zcd_M12_MAL_1020_RAT <= 1.64468,ZCD,-0.10732262494748375,0.954248366013072,0.022424630895917563,치킨
mean_zcd_RC_M1_SHC_FLP_UE_CLN_RAT <= 0.13675,ZCD,-0.4720143282443466,0.9215686274509803,0.1269006745444535,치킨
slope_zcd_M1_SME_RY_CNT_RAT <= 0.03459,ZCD,0.19494849272245357,0.9215686274509803,0.05241174631270348,치킨
slope_zcd_RC_M1_SAA > -0.04804,ZCD,-0.09648946910561236,0.9673202614379085,0.017155538149588576,치킨
slope_zcd_RC_M1_TO_UE_CT > 0.00615,ZCD,0.4868840764380109,0.39869281045751637,0.23839271048634006,치킨
slope_zcd_M12_FME_50_RAT > 0.00489,ZCD,0.6995887123491141,0.4444444444444444,0.3476284260231479,치킨
mean_zcd_M12_MAL_1020_RAT > -0.0806,ZCD,1.0146566506251993,0.49019607843137253,0.5072307903073124,치킨
slope_zcd_M12_FME_50_RAT > 0.00501,ZCD,0.8375738675360034,0.4444444444444444,0.4161938008862017,치킨
mean_zcd_M12_MAL_1020_RAT > -0.05233,ZCD,0.12971417072298266,0.4444444444444444,0.06445548964035606,치킨
mean_zcd_M1_SME_RY_SAA_RAT > -0.17207,ZCD,0.9512084046779778,0.48366013071895425,0.4753501701011807,치킨
mean_zcd_M12_FME_1020_RAT > -0.05678,ZCD,0.9390313200976707,0.45751633986928103,0.46781776867682245,치킨
mean_zcd_M12_FME_1020_RAT > 0.00841,ZCD,-0.24938384022633922,0.42483660130718953,0.1232749661276447,치킨
slope_zcd_RC_M1_TO_UE_CT > 0.00682,ZCD,1.7120613771796969,0.3790849673202614,0.8306225142993908,치킨
mean_zcd_M1_SME_RY_SAA_RAT > -0.18092,ZCD,0.8427376474500814,0.49019607843137253,0.42128781462620013,치킨
slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT <= 0.00324,ZCD,-0.6505283547560966,0.6601307189542484,0.308132252637962,치킨
mean_zcd_M12_FME_1020_RAT > 0.01236,ZCD,-0.6077601779727974,0.4117647058823529,0.2991109686053383,치킨
mean_zcd_M1_SME_RY_SAA_RAT > -0.20637,ZCD,0.06684466187500641,0.5032679738562091,0.033421617052077,치킨
slope_zcd_RC_M1_TO_UE_CT > 0.00976,ZCD,-0.06022810014875009,0.3202614379084967,0.028101043208832423,치킨
slope_zcd_RC_M1_TO_UE_CT > 0.00984,ZCD,0.04927076018056477,0.3202614379084967,0.022988600957800663,치킨
slope_zcd_RC_M1_SHC_RSD_UE_CLN_RAT <= -0.00293,ZCD,2.8653267355974905,0.1437908496732026,1.005378768301324,치킨
mean_zcd_M12_FME_40_RAT > 0.41245,ZCD,0.3876914280289637,0.1437908496732026,0.13603221075988844,치킨
slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT <= -0.00293,ZCD,3.0173090770456117,0.1437908496732026,1.058705956907897,치킨
slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT <= 0.00323,ZCD,1.2323283953303044,0.1895424836601307,0.48299748163299955,치킨
mean_zcd_RC_M1_SHC_FLP_UE_CLN_RAT > 0.13672,ZCD,1.6326166307181693,0.0915032679738562,0.4707216824404438,치킨
mean_zcd_M12_MAL_1020_RAT > 0.6262,ZCD,1.0713163821977036,0.12418300653594772,0.35330966247692924,치킨
slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT <= -0.00189,ZCD,1.7008202894318005,0.1503267973856209,0.6078586361879245,치킨
slope_zcd_RC_M1_SHC_WP_UE_CLN_RAT <= -0.00293,ZCD,1.4743922720744798,0.1437908496732026,0.5173311190223235,치킨
mean_zcd_M12_MAL_1020_RAT > 1.21188,ZCD,0.05133561521531857,0.0718954248366013,0.013260742899761691,치킨
mean_zcd_M12_FME_50_RAT <= -0.58163,ZCD,2.4563701570904475,0.0718954248366013,0.6345164654830858,치킨
slope_zcd_MCT_UE_CLN_REU_RAT > 0.03488,ZCD,-1.176693565945481,0.0784313725490196,0.3163531238680959,치킨
mean_zcd_RC_M1_AV_NP_AT > 1.8923,ZCD,3.1989134881169212,0.0457516339869281,0.6684001092416071,치킨
slope_zcd_RC_M1_SAA <= -0.04765,ZCD,3.0746928334295323,0.032679738562091505,0.546671162056366,치킨
slope_zcd_M1_SME_RY_CNT_RAT > 0.03609,ZCD,-0.7118959335300709,0.0784313725490196,0.19139265222400886,치킨
slope_zcd_M1_SME_RY_CNT_RAT > 0.03459,ZCD,-0.9386753360978874,0.0784313725490196,0.25236211318441093,치킨
mean_zcd_RC_M1_SHC_FLP_UE_CLN_RAT > 0.13675,ZCD,2.7121190689274064,0.0784313725490196,0.7291510420285321,치킨
slope_zcd_M1_SME_RY_CNT_RAT > 0.0353,ZCD,-0.057549250302063176,0.0784313725490196,0.015472069905214532,치킨
mean_zcd_RC_M1_AV_NP_AT > 2.26943,ZCD,2.9108633846603205,0.0392156862745098,0.5650211242669242,치킨
mean_zcd_M12_MAL_1020_RAT > 1.96412,ZCD,5.260540993796338,0.032679738562091505,0.9353084076747025,치킨
mean_zcd_RC_M1_AV_NP_AT > 2.06687,ZCD,2.158427965572845,0.0457516339869281,0.4509948435111598,치킨
slope_zcd_M1_SME_RY_SAA_RAT <= -0.05693,ZCD,7.441723268587568,0.013071895424836602,0.8452507343838332,치킨
slope_zcd_M1_SME_RY_SAA_RAT <= -0.05708,ZCD,5.14091736910576,0.013071895424836602,0.5839190769140216,치킨
slope_zcd_RC_M1_SAA <= -0.04768,ZCD,5.280050066586761,0.032679738562091505,0.938777062291849,치킨
mean_zcd_M12_MAL_1020_RAT > 1.64468,ZCD,-0.25869505619162286,0.0457516339869281,0.05405329167577177,치킨
slope_zcd_RC_M1_SAA <= -0.04804,ZCD,3.7299947309584254,0.032679738562091505,0.6631818736061388,치킨
slope_zcd_M12_FME_1020_RAT <= -0.06878,ZCD,1.1423763890421001,0.026143790849673203,0.18228079643063316,치킨
slope_zcd_M1_SME_RY_CNT_RAT > 0.13724,ZCD,3.85282394549624,0.0392156862745098,0.7478629635312981,치킨
mean_zcd_RC_M1_TO_UE_CT <= -1.89013,ZCD,0.38071497937967125,0.0392156862745098,0.07389972569924058,치킨
mean_zcd_RC_M1_TO_UE_CT <= -1.97519,ZCD,5.891307382533921,0.032679738562091505,1.047456779365105,치킨
slope_zcd_M12_FME_1020_RAT > 0.0002,ZCD,-25.013535671760838,0.6404199475065617,12.00342836003369,카페
slope_zcd_M12_SME_RY_SAA_PCE_RT > -0.01993,ZCD,-9.1887296329662,0.7401574803149606,4.029699383837115,카페
slope_zcd_M12_MAL_30_RAT <= 0.0002,ZCD,9.441208242234724,0.23622047244094488,4.010239869474361,카페
slope_zcd_MCT_UE_CLN_NEW_RAT > 9e-05,ZCD,0.0575315274670771,0.8792650918635171,0.018744862040259498,카페
slope_zcd_RC_M1_SAA <= 0.06214,ZCD,-1.5156046854029868,0.9553805774278216,0.31292201348817333,카페
slope_zcd_RC_M1_AV_NP_AT <= 0.03926,ZCD,-1.9743632317476416,0.910761154855643,0.5628676317761767,카페
slope_zcd_RC_M1_AV_NP_AT <= 0.04557,ZCD,0.1922519482888424,0.926509186351706,0.05016630824634538,카페
slope_zcd_M12_SME_BZN_SAA_PCE_RT <= 0.05065,ZCD,0.41058088650899344,0.9133858267716536,0.11548360811946817,카페
slope_zcd_M12_SME_BZN_SAA_PCE_RT <= 0.05102,ZCD,-2.384093818071328,0.9186351706036745,0.6517983174345077,카페
slope_zcd_M12_SME_BZN_SAA_PCE_RT <= 0.06997,ZCD,0.3617787878295312,0.9553805774278216,0.07469530004443496,카페
slope_zcd_M1_SME_RY_SAA_RAT <= -0.00228,ZCD,-11.904924496379381,0.5669291338582677,5.898892983590684,카페
slope_zcd_M12_FME_1020_RAT <= 0.0705,ZCD,-0.21267962902601725,0.9868766404199475,0.02420359309490768,카페
slope_zcd_M12_MAL_1020_RAT <= 0.0705,ZCD,-2.4075625644604735,0.979002624671916,0.34518507973432766,카페
mean_zcd_M1_SME_RY_CNT_RAT <= 2.29603,ZCD,-1.8441021882132311,0.9553805774278216,0.38074583390469996,카페
slope_zcd_RC_M1_TO_UE_CT <= 0.04716,ZCD,-1.268875750470566,0.9212598425196851,0.3417498302812831,카페
mean_zcd_RC_M1_UE_CUS_CN > -1.55367,ZCD,-1.341995841618721,0.9501312335958005,0.2921173015538331,카페
slope_zcd_RC_M1_AV_NP_AT <= 0.03807,ZCD,-0.636799928552227,0.9081364829396326,0.1839289543675791,카페
mean_zcd_M12_FME_40_RAT <= 0.14295,ZCD,-1.512178295216122,0.9921259842519685,0.13365479736412497,카페
slope_zcd_M12_SME_BZN_SAA_PCE_RT <= 0.05094,ZCD,-2.385880511003488,0.9186351706036745,0.6522867895903125,카페
slope_zcd_RC_M1_SAA <= 0.06108,ZCD,-1.0248906486025025,0.952755905511811,0.21744134207471275,카페
slope_zcd_RC_M1_TO_UE_CT <= 0.04654,ZCD,-0.44689849938384907,0.9186351706036745,0.12217962554764042,카페
mean_zcd_M12_FME_40_RAT <= 0.14296,ZCD,-1.0358741511813403,0.994750656167979,0.07485427754342258,카페
mean_zcd_M12_FME_50_RAT <= 0.14289,ZCD,-0.8089990662052425,0.952755905511811,0.17163766976771674,카페
slope_zcd_RC_M1_AV_NP_AT <= 0.04536,ZCD,0.34011498214494246,0.926509186351706,0.08874975356737996,카페
slope_zcd_RC_M1_UE_CUS_CN > -0.09404,ZCD,-0.9050501820562055,0.9816272965879265,0.12154371472626756,카페
slope_zcd_M12_SME_RY_SAA_PCE_RT > -0.03639,ZCD,-3.0581533292405516,0.8293963254593176,1.150361928425269,카페
slope_zcd_RC_M1_AV_NP_AT <= 0.04552,ZCD,0.3817955578472488,0.926509186351706,0.09962590138891225,카페
mean_zcd_M1_SME_RY_CNT_RAT <= 2.24131,ZCD,-1.3211613820089876,0.952755905511811,0.2802982975725583,카페
mean_zcd_RC_M1_SAA > -1.65575,ZCD,-1.398999045073257,0.952755905511811,0.2968123773368067,카페
