ENCODED_MCT,date,content
2D1F5F9F5F,2024-10-26,굿
2D1F5F9F5F,2024-07-30,
2D1F5F9F5F,2024-07-11,"맛 있어요.치킨 먹고 조금 부족 할것 같으면 양념소스에 라면사리해서 먹으면 맛 있엉ㅛ.
주문하실때 양념조금더 달라고 하시면 주셔요."
2D1F5F9F5F,2024-03-16,노포 집다운 면모. 꽤 오래돤 방식으로 담백한 숯불바베큐. 오래오래 있었으면 좋겠습니다.
2D1F5F9F5F,2023-09-14,느ㅈ
2D1F5F9F5F,2023-08-17,음 그냥
2D1F5F9F5F,2023-08-02,ㅇㄷ
2D1F5F9F5F,2023-07-18,ㅅ
2D1F5F9F5F,2023-04-05,그냥 쏘쏘
2D1F5F9F5F,2023-03-24,굿굿굿굿
2D1F5F9F5F,2023-03-01,바베큐가 맛있어요.사장님도 친절하시고요
2D1F5F9F5F,2023-02-16,굿굿굿굿
