ENCODED_MCT,date,content
4DE273254C,2024-02-05,맛있음!!
4DE273254C,2024-01-11,고기 좋아요
4DE273254C,2023-09-23,굿
4DE273254C,2023-09-01,굿
4DE273254C,2023-07-06,"고기가 신선하고, 포장도 원하는 대로 잘 소분해서 줘요.
사장님도 늘 친절하세요."
4DE273254C,2023-04-01,한우 안심 맛있어요
4DE273254C,2023-03-03,고기가 참 좋아요
4DE273254C,2023-02-04,고기가 좋더라구요 양도많구요
4DE273254C,2023-01-12,사장님이 친절하면서 싸게 잘해주세요
