ENCODED_MCT,date,content
AD692634A2,2024-05-29,좋아요
AD692634A2,2024-04-04,맛나요
AD692634A2,2023-12-06,굿
AD692634A2,2023-09-25,"좋아요
"
AD692634A2,2023-09-02,좋아요
AD692634A2,2023-02-11,"미리 전화로 중짜(8000원)부탁드린다고 하고 가서 픽업했어요 ㅎㅎ 주실때 추운날이라 뜨거운 우동국물 한잔 주시고 떡볶이도 맛보라고 주시더라구요 ㅎㅎ
떡볶이는 초딩때 학교앞 떡볶이맛인데 사장님이 친절해서 다음에 또 가보려구요 ㅎㅎ 아차 네이버지도가 잘못찍혀있는거같은데 좀더 땅코더 지나가면 골목에 있어요 ㅋㅋ"
AD692634A2,2023-01-13,중간 중간 간단히 먹기 넘 좋아요
