ENCODED_MCT,date,content
40F6DE923B,2024-07-15,"여기만 가면 다들 미친듯이 정신놓고 먹어요ㅠㅠ
그만큼 너무 맛있어요 진짜 강추추추추추추추추추추
후라이드 강추추추!!!!"
40F6DE923B,2024-06-25,
40F6DE923B,2024-03-17,"편하게 야식 땡길 때 들리기 좋은
동네 치킨 호프집으로 추천!"
40F6DE923B,2024-03-16,치킨 맛집!!!
40F6DE923B,2023-12-16,첨가본 치킨집인데 후라이드치킨시켔어여 겉바속촉 맛잇게 튀기셨네여 생맥1쟌 사이다1쟌 입가심으로 딱 좋아여 잘먹었습니다.
40F6DE923B,2023-05-05,맛있어요 골뱅이
