ENCODED_MCT,date,content
0840AC0A17,2024-07-26,
0840AC0A17,2024-02-04,"금남시장에서 20년 넘은 집이시라네요 동네주민들 단골노포
구요 수육부터 다양하게 보양하실수있네요
맛있게 잘먹었어요"
0840AC0A17,2024-01-06,영양이풍부하다느킨점
0840AC0A17,2023-09-07,좋아요
0840AC0A17,2023-08-10,좋아요
0840AC0A17,2023-07-16,친절해요
0840AC0A17,2023-07-10,굿
0840AC0A17,2023-05-08,보양식이 필요할 때 전라도 김치 맛있어요!! 사장님이 전라도 분~~ 친절하세요
