ENCODED_MCT,date,content
B6B42FF4A3,2024-11-06,사람 없을 줄 알고 들어갔는데 들어가고 다 찼네요. 강닝비 좋구요. 선짓국이라니요. 이 시간에는 백반밖에 안되나봐요. 무튼 한끼 잘 먹었네요.
B6B42FF4A3,2024-09-11,조금 투박해보임
B6B42FF4A3,2023-07-21,굿
B6B42FF4A3,2023-07-12,굿
B6B42FF4A3,2023-06-19,가성비 갑
B6B42FF4A3,2023-05-31,좋아용 맛잇음
B6B42FF4A3,2023-05-30,"성수식당 만큼 가성비 최고
맛도 최고"
B6B42FF4A3,2023-05-09,"북적이지 않고 음식도 맛있고 좋아요!
친절합니다~"
B6B42FF4A3,2023-04-01,음식이 깔끔해요
